geomorph,ratio
Const,0.103092783505155
Sbar,0.848484848484849
Sbar,0.4375
Vegbar,0.612903225806452
Sbar,0.34375
Const,0.281914893617021
Sbar,0.679245283018868
Const,0
Sbar,0.772727272727273
Vegbar,0.0957943925233645
Const,0.112359550561798
Const,0.538461538461538
Sbar,0.481556002682763
Const,0.431906614785992
Const,0
Const,0.0647321428571429
Sbar,0.615268898079672
Const,0.0259433962264151
Const,0.0640089837170129
Sbar,0.707224334600761
Vegbar,0.296398891966759
Const,0.143790849673203
Sbar,0.494764397905759
Sbar,0.911262798634812
Vegbar,0.578512396694215
Const,0.0594795539033457
Const,0.0863509749303621
Sbar,0.680373831775701
Vegbar,0.260869565217391
Const,0.0869565217391304
Sbar,0.551724137931034
Const,0.0444444444444444
Const,0
Sbar,0.273987206823028
Const,0.0762220381110191
Sbar,0.188127853881279
Const,0.0566037735849057
Sbar,0.768948655256724
Const,0.132539682539683
Sbar,0.613259668508287
Const,0.113636363636364
Const,0
Const,0.00869565217391304
Const,0.0955414012738854
Sbar,0
Sbar,0.0909090909090909
Const,0.343137254901961
Const,0.171153846153846
Sbar,0.451764705882353
Const,0.117687543014453
Sbar,0.0139275766016713
Const,0.0357142857142857
Sbar,0.327683615819209
Sbar,0.350701402805611
Const,0.0911242603550296
Const,0.275409836065574
Const,0.122754491017964
Sbar,0.0140845070422535
Sbar,0.388888888888889
Const,0.0068259385665529
Const,0.00699300699300699
Sbar,0.347501864280388
Const,0.0698722764838467
Recirc,0
Const,0.250836120401338
Sbar,0.10752688172043
Sbar,0.634920634920635
Const,0.225879682179342
Const,0
Const,0.168
Recirc,1
Sbar,0.721789883268482
Sbar,0.626050420168067
Const,0.0902716914986854
Sbar,0.723360655737705
Vegbar,0.583333333333333
Const,0.663063063063063
Sbar,0.232067510548523
Vegbar,0.0108695652173913
Const,0.0344827586206897
Const,0.00554016620498615
Recirc,0
Sbar,0.36046511627907
Chan,0
Const,0.00934579439252336
Sbar,0.109826589595376
Const,0
Sbar,0.5
Sbar,0.574626865671642
Const,0.0575221238938053
Sbar,0.308333333333333
Sbar,0.868995633187773
Const,0.320552147239264
Sbar,0
Const,0.0843023255813953
Const,0.0719041278295606
Sbar,0.626190476190476
Sbar,0.56563245823389
Sbar,0.390596745027125
Const,0.171632896305125
Const,0.0707395498392283
Sbar,0
Sbar,0.496951219512195
Sbar,0.362745098039216
Const,0
Const,0.137931034482759
Sbar,0.76006711409396
Vegbar,0.672727272727273
Chan,0
Const,0.177304964539007
Sbar,0.918918918918919
Const,0
Sbar,0.95
Vegbar,0.48068669527897
Const,0.131578947368421
Const,0.201680672268908
Sbar,0.260869565217391
Const,0.0992125984251968
Const,0.175
Sbar,0.714285714285714
Sbar,0.8625
Vegbar,0.409356725146199
Const,0.112179487179487
Sbar,0.735294117647059
Const,0.0821917808219178
Sbar,0.902912621359223
Vegbar,0.373737373737374
Const,0.3
Sbar,0
Sbar,0.567877629063097
Sbar,0.240534521158129
Chan,0
Const,0.213876231074683
Recirc,0.195652173913043
Const,0
Chan,0
Const,0.0740740740740741
Sbar,0.218823529411765
Sbar,0.101123595505618
Const,0
Sbar,0
Const,0.0170731707317073
Const,0.164265129682997
Const,0.00546448087431694
Const,0.0786516853932584
Const,0
Const,0.111111111111111
Sbar,0.277777777777778
Chan,0
Const,0.304972804973101
Sbar,0.0125858123569794
Sbar,0.333333333333333
Const,0.152380952380952
Sbar,0.681481481481481
Const,0.14176245210728
Const,0.219741480611046
Const,0.00425531914893617
Const,0.107142857142857
Sbar,0.285714285714286
Vegbar,0
Sbar,0.345454545454545
Const,0
Sbar,0.527649769585253
Const,0.185383244206774
Sbar,0.572207084468665
Sbar,0.705882352941177
Const,0.152462861610633
Const,0.367132867132867
Recirc,0
Sbar,0.799207397622193
Const,0.198125836680054
Vegbar,0.231969633066217
Sbar,0.465071770334928
Const,0.440460947503201
Chan,0
Const,0.0868075385494003
Recirc,0
Sbar,0.403572878603329
Const,1
Const,0.0465116279069767
Const,0.168141592920354
Const,0.00628930817610063
Const,0
Const,0.329166666666667
Const,0.214285714285714
Sbar,0.961538461538461
Const,0.427335640138408
Sbar,0.978260869565217
Const,0.337837837837838
Const,0.532299741602067
Const,0.42547928262214
Recirc,0
Sbar,0.561716489874638
Const,0.276595744680851
Const,0.333333333333333
Sbar,0.377551020408163
Sbar,0.678832116788321
Vegbar,0.857142857142857
Const,0.414096916299559
Const,0.707158351409978
Const,0.580445093033857
Sbar,0.785714285714286
Sbar,0.655405405405405
Const,0.192118226600985
Const,0.983606557377049
Sbar,0.656108597285068
Const,0
Const,0.27499275572258
Recirc,0.551020408163265
Sbar,0.595238095238095
Const,0.0908109404990403
Sbar,0.300653594771242
Vegbar,0.166666666666667
Const,0.493617021276596
Const,0.475247524752475
Const,0.64868804664723
Sbar,0.288888888888889
Const,0.58041958041958
Sbar,0.68452380952381
Const,0.670366259711432
Sbar,1
Const,0.684668989547038
Sbar,0.893518518518518
Const,0.365853658536585
Const,0.651162790697674
Sbar,0.878475798146241
Const,0
Sbar,1
Const,0.889285714285714
Const,0
Sbar,1
Const,1
Const,0.186495176848875
Sbar,0.821917808219178
Const,0.862232779097387
Sbar,0.903474903474904
Const,0.175510204081633
Sbar,0.888888888888889
Const,0.112359550561798
Const,0.928571428571428
Const,0.342281879194631
Sbar,0.510324483775811
Const,0.509803921568627
Const,0.526315789473684
Const,0.217391304347826
Const,0.300353356890459
Const,0.534782608695652
Const,0.0155367231638418
Sbar,0.876595744680851
Const,0.242085661080075
Sbar,0
Vegbar,0.553596614952586
Sbar,0.94300518134715
Const,0.318003913894325
Const,0.779220779220779
Recirc,0.423076923076923
Sbar,0
Const,0.0816640986132511
Sbar,0.555555555555555
Vegbar,0.0322108345534407
Const,0.142857142857143
Vegbar,0.625
Const,0.03125
Sbar,0.698863636363636
Vegbar,0.755137735024049
Vegbar,0.3921302578019
Const,0.563380281690141
Sbar,0.975609756097561
Vegbar,0.0555555555555556
Vegbar,0.744757339724386
Sbar,0.909090909090909
Vegbar,0.272277227722772
Const,0.904761904761905
Const,0.59589552238806
Vegbar,0.587119321018472
Const,0.690476190476191
Vegbar,0.588235294117647
Const,0.21551724137931
Recirc,0.8
Sbar,1
Vegbar,0.664383561643835
Sbar,0.181818181818182
Vegbar,0.0411899313501144
Const,0.0253565768621236
Const,0.015748031496063
Recirc,0
Sbar,0
Vegbar,0.0309901738473167
Const,0
Sbar,0.222222222222222
Sbar,0.25
Vegbar,0
Const,0.021505376344086
Sbar,0.189189189189189
Vegbar,0.133099824868651
Const,0
Sbar,0.66839378238342
Vegbar,0.137651821862348
Vegbar,0.574234092694422
Chan,0
Const,0.0115606936416185
Sbar,0.659340659340659
Vegbar,0.0816542948038176
Const,0.401869158878505
Chan,0
Const,0.155925155925156
Recirc,0
Sbar,0.598255813953488
Const,0.00492610837438424
Sbar,0.0705543556515479
Sbar,0.200357781753131
Const,0.0339350180505415
Sbar,0
Vegbar,0.291508538900122
Const,0.0122950819672131
Vegbar,0.0730223123731429
Const,0.0459770114942529
Sbar,0.727272727272727
Const,0.118081180811808
Vegbar,0.258813413585555
Vegbar,0.0927390366641037
Const,0.00746268656716418
Sbar,1
Vegbar,0
Const,0
Vegbar,0.0886529909626863
Vegbar,0.267040149393091
Vegbar,0.0824944071590673
Const,0.0292662819455894
Const,0.127659574468085
Const,0
Sbar,0.75
Vegbar,0.119195046439628
Const,0
Vegbar,0.0498575498575499
Const,0.307692307692308
Vegbar,0.140350877192982
Const,0.320954907161804
Const,0.36937463471654
Vegbar,0.745541838134431
Const,0.1621014818141
Const,0.236363636363636
Recirc,0
Vegbar,0.209336133096599
Sbar,0.947368421052632
Const,0.219276685393066
Sbar,0.464077669902913
Const,0
Const,0.499354838709677
Recirc,0.166666666666667
Sbar,0.95
Vegbar,0.371940998993989
Sbar,0
Vegbar,0.292747485442033
Const,0.0262295081967213
Const,0.0462882096069869
Sbar,0.163179916317992
Const,0.157116451016636
Vegbar,0.100732600732601
Const,0.203389830508475
Sbar,0.878787878787879
Vegbar,0.358606557377049
Chan,0
Const,0
Sbar,0.816666666666667
Const,0.0808823529411765
Recirc,1
Sbar,0.576628352490422
Vegbar,0.228070175439263
Sbar,0.196371398078975
Vegbar,0.0459499893139069
Vegbar,0
Const,0.0514705882352941
Recirc,0
Sbar,1
Chan,0
Const,0.132328308207705
Const,0.215399610136452
Const,0.0866425992779783
Recirc,0
Const,0.284559761803488
Const,0.24375
Recirc,0
Const,0.183212267958031
Recirc,0.25
Sbar,0.885714285714286
Vegbar,0.585724282715186
Vegbar,0.214285714285714
Const,0.165217391304348
Sbar,0.923076923076923
Sbar,0.301587301587302
Vegbar,0.331569664902998
Const,0.274725274725275
Recirc,0.310344827586207
Vegbar,0.503351460731634
Const,0.0229226361031519
Recirc,0
Sbar,0.844897959183673
Sbar,0.895973154362416
Const,0.28
Sbar,1
Const,0.392857142857143
Recirc,0.242718446601942
Sbar,1
Vegbar,0.160621761658031
Sbar,0.50390625
Const,0.168646080760095
Const,0.0495867768595041
Recirc,0.333333333333333
Sbar,0.455153203342618
Sbar,0.574882995319813
Vegbar,0.277477477477477
Chan,0
Chan,0
Const,0.181186605530334
Recirc,0
Sbar,0.208108108108108
Const,0.0795422830029591
Const,0.00732600732600733
Sbar,0.857142857142857
Sbar,0.156626506024096
Vegbar,0.277841561423651
Const,0.302498048399688
Recirc,0.222222222222222
Sbar,0.981818181818182
Sbar,0
Chan,0.5
Const,0.552870090634441
Recirc,0.197368421052632
Sbar,0
Sbar,0.906103286384977
Vegbar,0.208029197080292
Sbar,0.578947368421053
Vegbar,0.0833333333333333
Const,0.0685772773797339
Sbar,0.92
Sbar,0.766666666666667
Vegbar,0.674670797831139
Const,0.0666178623718887
Recirc,1
Const,0.257446808510638
Recirc,0
Vegbar,0.119718309859155
Sbar,0.549488054607509
Vegbar,0.489112227805695
Const,0.289183222958057
Sbar,0.945812807881773
Vegbar,0.598823913753675
Const,0.297709923664122
Sbar,0.777777777777778
Vegbar,0.653246753246753
Const,0.285140562248996
Vegbar,0.241379310344828
Sbar,0.296296296296296
Vegbar,0.504419563937101
Const,0.0869565217391304
Sbar,1
Const,0.439882697947214
Recirc,0
Sbar,0.815126050420168
Vegbar,0.624301155421871
Const,0.05
Sbar,0.985221674876847
Const,0.0580310880829016
Const,0.172185430463576
Const,0.459259259259259
Sbar,0
Const,0.087719298245614
Sbar,0
Vegbar,0.593301435405516
Vegbar,0.309982486865149
Const,0.382752293579386
Recirc,0
Vegbar,0.316738816737674
Const,0.280672268907563
Recirc,0.23489932885906
Sbar,0.142857142857143
Vegbar,0.0395256916996047
Vegbar,0.233250620347395
Const,0.422521655437921
Recirc,0
Vegbar,0.0347826086956522
Const,0.16338880484115
Recirc,0.024390243902439
Sbar,0.6
Vegbar,0.0774818401937046
Sbar,0.680933852140078
Const,0.284444444444444
Vegbar,0.304229195088677
Const,0.40809968847352
Const,0.0551181102362205
Chan,0
Const,0.125822368421053
Sbar,0.423076923076923
Vegbar,0.285714285714286
Const,0.043956043956044
Const,0.176100628930818
Const,0.209677419354839
Recirc,1
Sbar,0
Vegbar,0.222333333332963
Sbar,0.954545454545455
Const,0.120562625586068
Vegbar,0.243697478991597
Const,0.236
Sbar,0.849056603773585
Chan,0
Const,0.259062348960851
Recirc,0.00709219858156028
Vegbar,0.32962962962963
Vegbar,0.1032990805841
Sbar,0.487279843444227
Vegbar,0.442905509388867
Const,0.0920666013709793
Const,0.0900337024554646
Sbar,0.701754385964912
Vegbar,0.344569883923764
Sbar,0.855839416058394
Vegbar,0.143968871595642
Const,0.11929615269872
Sbar,0.653846153846154
Sbar,0.435114503816794
Const,0.116187050359608
Recirc,0
Const,0.18921568627451
Const,0.364197530864197
Const,0.202492211838006
Sbar,0.344632768361582
Chan,0
Const,0.130177514792899
Const,0.196752029980955
Vegbar,0.980769230769231
Vegbar,0.200335993280134
Const,0.0269662921348315
Const,0.0957446808510638
Vegbar,0.438485804416404
Const,0.150056625141563
Recirc,0
Const,0.350531107739758
Sbar,0.2
Vegbar,0.462365591397849
Sbar,0.969348659003831
Vegbar,0.490753911806543
Vegbar,0.223976319684262
Const,0.162454873646209
Const,0.227499999999368
Vegbar,0.182721252257126
Const,0.393557422969188
Recirc,0.1
Const,0.261415525114155
Sbar,0
Vegbar,0.69047619047619
Sbar,0.357142857142857
Vegbar,0.032967032967033
Vegbar,0.0356347438752784
Const,0.0442477876106195
Vegbar,0.04
Const,0.0683760683760684
Const,0.0838852097130243
Const,0.161936560934891
Sbar,0.08
Const,0
Vegbar,0.104166666666667
Vegbar,0.482758620689655
Chan,0
Const,0.107843137254902
Recirc,0
Const,0.173469387755102
Const,0.251336898395722
Vegbar,0
Const,0
Recirc,0
Const,0
Sbar,0
Vegbar,0.478260869565217
Const,0.0526315789473684
Const,0.0789473684210526
Recirc,0
Recirc,0
Vegbar,0.107913669064748
Vegbar,0
Const,0.0186915887850467
Recirc,0.040650406504065
Chan,0
Const,0
Const,0
Recirc,0
Vegbar,0.162210338680927
Const,0
Sbar,0.824324324324324
Const,0
Vegbar,0.169811320754717
Const,0
Recirc,0
Sbar,0.166666666666667
Vegbar,0.0976657688854062
Const,0.00251798561151079
Sbar,1
Const,0.0492470492470493
Recirc,0
Sbar,0.412087912087912
Vegbar,0.370032223415682
Sbar,0
Const,0.0217821782178218
Chan,0
Const,0.0332599864590667
Recirc,0
Sbar,0.909090909090909
Const,0.152631578947368
Const,0.0836919592298033
Recirc,0.2
Sbar,0.572463768115942
Vegbar,0.490339773484344
Const,0.0173267326732673
Recirc,0
Sbar,0
Vegbar,0.0198275862068966
Const,0.25
Recirc,0.1
Sbar,0.446808510638298
Vegbar,0.15474060822898
Vegbar,0.210526315789474
Chan,0
Chan,0
Const,0.115273775216138
Recirc,0
Gravel,0.0175438596491228
Sbar,0.222222222222222
Const,0
Vegbar,0
Sbar,0.181818181818182
Vegbar,0.260869565217391
Vegbar,0.00769230769230769
Const,0.152777777777778
Recirc,0.0769230769230769
Vegbar,0.166666666666667
Vegbar,0.342857142857143
Sbar,0.298245614035088
Vegbar,0.457446808510638
Const,0.217391304347826
Const,0.228271897192329
Recirc,0
Sbar,1
Sbar,0.842696629213483
Vegbar,0.354938271604938
Sbar,1
Vegbar,0.105058365758755
Const,0.369127516778523
Const,0.417391304347826
Vegbar,0.442922374429224
Const,0
Const,0.0356662180349933
Sbar,0.8
Const,0.14161220043573
Vegbar,0.619825708061002
Const,0.0543933054393305
Recirc,0
Sbar,0.125
Vegbar,0.0466666666666667
Const,0.0532544378698225
Recirc,0
Const,0.166051660516605
Recirc,0
Vegbar,0.047808764940239
Const,0.297909407665505
Vegbar,0.199786324786325
Sbar,1
Const,0.303135888501742
Sbar,0.40983606557377
Vegbar,0.087431693989071
Sbar,0.879310344827586
Vegbar,0.137435172088961
Const,0.774223894637817
Const,0.0732600732600733
Sbar,0
Sbar,0.505050505050505
Chan,0
Const,0.00581395348837209
Sbar,0.768392370572207
Sbar,0.0429447852760736
Const,0
Const,0.0635727908453161
Sbar,0.729323308270677
Const,0.150495750707949
Recirc,0
Vegbar,0.0901960784313725
Const,0.0772602739726028
Const,0.13387297633873
Recirc,0.0625
Sbar,0.557377049180328
Vegbar,0.280566280566281
Const,0.00437956204377964
Recirc,0
Const,0.176122931442427
Sbar,0.294181620445894
Vegbar,0.268889826931195
Sbar,0.449275362318841
Const,0.0697095435684647
Const,0.362459546925566
Recirc,0
Sbar,0.468354430379747
Sbar,0.747572815533981
Const,0.120805369127517
Const,0.0666666666666667
Const,0.0833333333333333
Vegbar,0.616071428571428
Const,0.0759013282732448
Recirc,0.315789473684211
Sbar,0.97196261682243
Vegbar,0.491195551436515
Const,0.349799732977303
Const,0.333333333333333
Const,0.2125
Vegbar,0.473919523099851
Sbar,0.460732984293194
Const,0.105058365758755
Recirc,0
Const,0.306122448979592
Sbar,0.6875
Sbar,0
Chan,0
Const,0.192523364485981
Recirc,0
Sbar,0.117647058823529
Const,0.0491329479768786
Sbar,0.911764705882353
Vegbar,0.147679324894515
Const,0.189823874755382
Const,0.0651340996168582
Sbar,0.788732394366197
Const,0.440677966101695
Sbar,0.769230769230769
Const,0.196035242290749
Sbar,0.166666666666667
